year,budget_type,city_abc,expense_category,division_board,consultants_name,description_of_the_work,expenditure
2017,OPERATING,Infrastructure and Development,Management / Research & Development,Transportation Services,PricewaterhouseCoopers LLP,Organizational Review and Continuous Improvement,1104096
2017,OPERATING,Finance & Treasury Services,Management / Research & Development,Corporate Finance,N. Barry Lyon Consultants Limited,Consulting services for TOCore/Rail Deck Park Study,33255
2017,OPERATING,Agencies and Corporations,Management / Research & Development,Toronto Public Library Board,Goodman's LLP,Legal research and advice re: TPL's Community and Event Space Rental Policy and Internet Use Policy,60000
2017,OPERATING,Community and Social Services,Technical,"Shelter, Support & Housing Administration",CHU Architects Inc.,Review and evaluate Tenant Relocation Support Services (TRSS) responses to enable SSHA to gain a better understanding of the outcomes of these services..,49048
2017,OPERATING,Finance & Treasury Services,Management / Research & Development,Corporate Finance,Ernst & Young LLP,Provide advice on the implementation of a Vacant Home Tax in Toronto,6024
2017,OPERATING,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Police Service,"Henein, Hutchison L.L.P.","Legal advice on a third party disclosure matter.
",1857
2017,OPERATING,Community and Social Services,Management / Research & Development,"Shelter, Support & Housing Administration",Strategic Retreats Inc.,Review best practices and provide options and recommendations to improve community engagement and public awareness about homelessness service system.,45563
2017,OPERATING,Infrastructure and Development,Technical,City Planning,Dillon Consulting,"Developed project work plan, evaluation framework, interview protocols for Partners for Access and Identification Project (PAID)",47597
2017,OPERATING,Finance & Treasury Services,Management / Research & Development,Financial Planning,Ernst & Young LLP,Undertake cost/benefit analysis regarding alternate service delivery in Police Court Services and Parking Tag Enforcement,95565
2017,OPERATING,Agencies and Corporations,Management / Research & Development,Toronto Zoo,Zoo Advisors LLC,Organizational review of the Toronto Zoo OPERATINGs,42884
2017,OPERATING,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Police Services Board,Diane Whitney,Provide expert advice/legal opinion on general employment and labour relations issues.,2748
2017,OPERATING,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Police Services Board,Paliare Roland Rosenberg Rothstein LLP,"Legal advice with respect to contract negotiations
",1351
2017,OPERATING,Agencies and Corporations,Management / Research & Development,Toronto Police Service,Lansdowne Technologies Inc.,Assist and advice the TPS in developing and preparing crime prevention reports.,69038
2017,OPERATING,City Manager,Management / Research & Development,Human Resources,Alan Lambert,Provided advice on HR Strategic Planning,23214
2017,OPERATING,Community and Social Services,Management / Research & Development,"Shelter, Support & Housing Administration",Piaskowski Pat,Evaluation and plan of action for restructuring of IPAC ( Infection Prevention and Control ) program at Seaton House.,13936
2017,OPERATING,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Police Services Board,Johnson & Cowling LLP,"Legal advice with respect to contract negotiations
",1526
2017,OPERATING,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,Ernst & Young LLP,"Review and recommend changes on the Procurement Policy & Procedures , as per AG recommendation",54264
2017,OPERATING,Agencies and Corporations,Management / Research & Development,Toronto Police Service,MNP LLP,Conduct a comprehensive organizational culture assessment to assist with creating action plans and a modernized model on improving the culture and organizational performance for Toronto Police Services (TPS).,172992
2017,OPERATING,Agencies and Corporations,Technical,Toronto Police Service,Teramach Technologies Inc.,"Translate business systems requirements into a physical systems design to guide master data management.
The work was fully funded by the Policing Effectiveness and Modernization (PEM) Grant.",18656
2017,OPERATING,Corporate Services,Technical,Environment & Energy,Terrapex Environmental Limited,Review of environmental condition of site (170 Eastern Ave),1628
2017,OPERATING,Infrastructure and Development,Technical,City Planning,EQ Building  Performance,Completed Energy Modelling Guidelines,4503
2017,OPERATING,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Police Service,"Butt, David","Legal advice to TPS members regarding a potential criminal investigation.
",695
2017,OPERATING,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Police Service,Markson Law Professional  Corp,"Legal advice to TPS members regarding a potential criminal investigation.
",2964
2017,OPERATING,Agencies and Corporations,Management / Research & Development,Toronto Police Services Board,Ryan Dyck,"Assisted in the development of Transgender inclusive policies, procedures, orders and forms, pursuant to Minutes of Settlement between the Board, the Chief and the OHRC (BM P145 - Board Meeting date June 15, 2017)",7575
2017,OPERATING,Community and Social Services,Management / Research & Development,"Social Development, Finance & Administration",Taylor Newberry Consulting Services,"Completed a revised evaluation framework for Facilitation Services for Child/Family Network.
",15225
2017,OPERATING,Infrastructure and Development,Management / Research & Development,Toronto Water,FVB Energy Inc,Assess the district energy rate structures and provide a cost-benefit analysis with respect to the City's involvement in Deep Lake Water Cooling.,12440
2017,OPERATING,Agencies and Corporations,Legal (External Lawyers & Planners),Sony Centre For The Performing Arts,Hayes eLaw,Review and advice regarding a Copyright dispute.,1017
2017,OPERATING,Agencies and Corporations,Legal (External Lawyers & Planners),Sony Centre For The Performing Arts,Miller Thomson LLP,Advice on Registered Charity,20026
2017,OPERATING,Agencies and Corporations,Legal (External Lawyers & Planners),Sony Centre For The Performing Arts,Miller Thomson LLP,Advice related to the reviewing and revising the form of License Agreement,5001
2017,OPERATING,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Police Service,Ceyssens & Bauchman,"Legal Advice TPS members regarding PSA issues.
",7632
2017,OPERATING,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Police Service,"Fenton, Smith Barristers","Advice on legal matters related to solicitor-client privileged materials.
",4529
2017,OPERATING,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Police Service,Johnson & Cowling LLP,Legal advice to Detective Services for Informants.,5237
2017,OPERATING,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Police Service,"McLaren, James A, LL B",Legal advice to Intelligence Unit seeking legal advice for Informants.,1422
2017,OPERATING,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Police Service,Paul K Mergler,Advice on legal matters on seized property in relation to homicides.,1453
2017,OPERATING,Infrastructure and Development,Technical,City Planning,Paul Bain Planning Consultant,Official Plan Review - OMB Hearings (shared with Legal Division). Completed.,8293
2017,OPERATING,Agencies and Corporations,Technical,Exhibition Place,HLT Advisory Inc.,"Provides expertise, industry experience and analysis to assist Board staff develop the strategic plan by identifying strategies etc.",23625
2017,OPERATING,Agencies and Corporations,Technical,Exhibition Place,Robert Reynolds,Provides advice on Union negotiations on labour issues.,20487
2017,OPERATING,Agencies and Corporations,Technical,Sony Centre For The Performing Arts,Sellery Health + Safety,Consultation and advice on development of health and safety program.,3500
2017,CAPITAL,Corporate Services,Legal (External Lawyers & Planners),Facilities Management,Davies Ward Phillips & Vineberg LLP,"Legal advice for the selection of qualified potential lessees and negotiations with stakeholders; GO, VIA, Parks  - Union Station Redevelopment and revitalization",219761
2017,CAPITAL,Corporate Services,Technical,Facilities Management,PricewaterhouseCoopers LLP,Redevelopment and revitalization of Union Station. Real Estate and Financial Consulting Services for the selection of the Head Lessee,30200
2017,CAPITAL,Infrastructure and Development,Technical,Toronto Water,Dillon Consulting,Develop a Port Lands Planning Framework and a Transportation and Servicing Master Plan.,639
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,Dillon Consulting,Develop a Port Lands Planning Framework and a Transportation and Servicing Master Plan,43853
2017,CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,WSP Canada Inc.,Advanced Rail Management (ARM) - Comprehensive Study of an Optimized Wheel / Rail System.,472239
2017,CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Morrison Hershfield,Design Services for Track Rehabilitation,572546
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,Fournier Gersovitz & Moss Architects,Heritage Conservation District (HCD) Study for the St.Lawrence HCD Study Area,8802
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,Taylor Hazell Architects Ltd,Heritage Conservation District Plans for the King-Spadina HCD Study Area.,7947
2017,CAPITAL,Agencies and Corporations,Information Technology,Toronto Transit Commission,IBI Group Professional Service,Governance and support on the acquisition and implementation of the TTC Computer Aided Dispatch (CAD) and Automated Vehicle Location (AVL) program. Expected completion Dec 2018.,439685
2017,CAPITAL,Agencies and Corporations,Information Technology,Toronto Transit Commission,Intelligence Group,"TTC SAP-ERP Implementation program. Design of program governance model, development of RFPs, development of business process reengineering and organizational change management strategies. Expected completion Dec 2019.",321523
2017,CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,WSP Canada Inc.,"Consulting Engineering services for SRT life extension and reliability improvement
",35347
2017,CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,WSP Canada Inc.,"Consulting Engineering services to provide support to the Streetcar Departments through new vehicle manufacture and procurement, commissioning , hazard and safety control phases of new vehicle projects",68785
2017,CAPITAL,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Transit Commission,"Osler, Hoskin & Harcourt, LLP","Provide legal strategy, support and recommendations for the Technology and Telecommunications Services.",30844
2017,CAPITAL,Infrastructure and Development,Technical,Transportation Services,LEA Consulting Ltd,Review Traffic Signal Control & Management devices,89049
2017,CAPITAL,Infrastructure and Development,Technical,Toronto Water,Millward & Associates Ltd,Consumers Road Business Park and Area Planning Study,6997
2017,CAPITAL,City Manager,Management / Research & Development,Strategic & Corporate Policy,HDR Corporation,SmartTrack Eglinton West Corridor Feasibility Study,21721
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,Millward & Associates Ltd,Consumers Road Business Park and Area Planning Study,-6997
2017,CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,CH2M Hill Canada Ltd,"Consulting Engineering services to provide multi-disciplinary engineering to support Rail Cars & Shops.
",157661
2017,CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,CH2M Hill Canada Ltd,"Consulting Engineering services to provide multi-disciplinary engineering to support Rail Cars & Shops - Safety Review
",664651
2017,CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,CH2M Hill Canada Ltd,"Consulting Engineering services to provide multi-disciplinary engineering to support Rail Cars & Shops - Safety Review
",230619
2017,CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,CH2M Hill Canada Ltd,Consulting Engineering services to provide multi-disciplinary engineering to support Rail Cars & Shops.,271684
2017,CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Bombardier Transportation,"Consulting for safety and reliably operation assessment of SRT vehicle.
",26896
2017,CAPITAL,Agencies and Corporations,Management / Research & Development,Toronto Zoo,MMM Group Limited,Develop Master Plan to assist in future decision making related to infrastructure and programs.,7151
2017,CAPITAL,Infrastructure and Development,Technical,Transportation Services,IBI Group Professional Service,Curbside Management Strategy - Richmond/Adelaide Corridor Cycle Tracks Planning and Design Study,34550
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,N. Barry Lyon Consultants Limited,Financial feasibility and policy analysis of securing affordable housing in large scale developments,30096
2017,CAPITAL,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,Mitchell Rothesay,Implementation Warehouse Study Results (WO6978),90770
2017,CAPITAL,Infrastructure and Development,Information Technology,Transportation Services,Ian Martin Information Technology,Provision of a Business Process Mapping and Review,82914
2017,CAPITAL,Infrastructure and Development,Technical,Solid Waste Management,GHD Limited,Professional Engineering Consulting services in respect to the Morningside Landfill Sire.,7984
2017,CAPITAL,Agencies and Corporations,Technical,Toronto Public Library Board,Philip Goldsmith Architect,Revisions to drawings and heritage impact statement,6263
2017,CAPITAL,Finance & Treasury Services,Information Technology,"Pension, Payroll & Employee Benefits",Calian Limited,"Assessment and implementation of Time, Attendance and Scheduling System - Cross-Application Timesheet (CATS).",232397
2017,CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Aercoustics Ltd,Acoustical Technical Triennial Services,28241
2017,CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Aercoustics Ltd,Acoustical Technical Triennial Services,6925
2017,CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Aercoustics Ltd,Acoustical Technical Triennial Services,42477
2017,CAPITAL,Infrastructure and Development,Technical,Transportation Services,LEA Consulting Ltd,Steeles-Kennedy Environmental Assessment Study,97296
2017,CAPITAL,Infrastructure and Development,Creative Communications,City Planning,Swerhun Inc.,Yonge-Eglinton Engagement Services Review,10896
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,Taylor Hazell Architects Ltd,Yonge-Eglin ton Assessment - Cultural Heritage Resources,3541
2017,CAPITAL,Infrastructure and Development,Creative Communications,City Planning,Swerhun Inc.,Communications and Engagement Strategy - TOcore study,48143
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,Perkins & Will,Yonge-Eglinton Review - Built Form Study,53296
2017,CAPITAL,Infrastructure and Development,Technical,Transportation Services,IBI Group Professional Service,Data Warehouse Needs Assessment,7907
2017,CAPITAL,Infrastructure and Development,Technical,Transportation Services,MMM Group Limited,Active Traffic Management Strategy,56761
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,SVN Architects & Planners Inc.,Neighbourhood Urban Design Guidelines Template,21562
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,Public Work for Urban Design,Provision of a Parks and Public Realm Study - TOcore,478138
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,Taylor Hazell Architects Ltd,Heritage Conservation District study for the Distillery District Study area,3606
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,Taylor Hazell Architects Ltd,Heritage Conservation District study for the Kensington Market HCD Study,69899
2017,CAPITAL,Infrastructure and Development,Technical,Transportation Services,MMM Group Limited,Yonge st. Environmental Assessment Study,51959
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,Fournier Gersovitz & Moss Architects,West Queen West Heritage Conservation District Study,10812
2017,CAPITAL,Infrastructure and Development,Technical,Transportation Services,MMM Group Limited,Glen Road Pedestrian Bridge Environmental Assessment Study,33040
2017,CAPITAL,Infrastructure and Development,Technical,Transportation Services,Parsons Inc.,Park Lawn / Lake Shore Transportation Master Plan Environmental Assessment,232292
2017,CAPITAL,Infrastructure and Development,Technical,Transportation Services,Morrison Hershfield,Rean Drive / Kenaston Gardens Environmental Assessment Study - New East-West Extension,117532
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,Urban Strategies Inc.,Growing Up: Planning for Children in New Vertical Communities Study,5622
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,Toronto Park People,Public Spaces Public Life Study Management for TOcore,7950
2017,CAPITAL,Infrastructure and Development,Technical,Transportation Services,Parsons Inc.,Passmore Avenue Class Environmental Assessment Study.,99555
2017,CAPITAL,Infrastructure and Development,Technical,Transportation Services,WSP Canada Inc.,Yonge Street Cycling Assessment,91584
2017,CAPITAL,Infrastructure and Development,Technical,Transportation Services,HDR Corporation,Surface Transit Operational Improvement Studies - Phase 1,51493
2017,CAPITAL,Infrastructure and Development,Technical,Transportation Services,HDR Corporation,Surface Transit Operational Improvement Studies - Phase 2,31058
2017,CAPITAL,Infrastructure and Development,Technical,Transportation Services,Parsons Inc.,York Mills - Keele - Surface Transit Operational Studies,91208
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,Lura Consulting,Preparation and Facilitation with Community Consultation on the Danforth Avenue Planning Study,21758
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,Hemson Consulting Ltd.,Provision of Office & Institutional Land Use Analysis as part of TOcore: Planning Downtown,35433
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,LEA Consulting Ltd,Scarborough Centre Transportation Master Plan Analysis,218448
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,Hemson Consulting Ltd.,Undertake and complete a study related to the OMB Defense of the Official Plan Office Replacement Policy,13319
2017,CAPITAL,Agencies and Corporations,Technical,Exhibition Place,Aquafor Beech Ltd.,To investigate ways of reducing water run off to minimize water flooding into the surrounding areas.,38611
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,DTAH,Scarborough Centre Public Art Master Plan Analysis,43948
2017,CAPITAL,Infrastructure and Development,Technical,Solid Waste Management,KPMG LLP,Cost Allocation and Rate Model Analysis,106815
2017,CAPITAL,Infrastructure and Development,Technical,Toronto Water,Canadian Urban Institute,Develope a model to identify opportunities to use pressure management strategies and price signals in the water system,23525
2017,CAPITAL,Agencies and Corporations,Management / Research & Development,Toronto Zoo,Balind Architect Inc.,Study and proposal on  Outdoor Orangutan Exhibit. Expected completion Mar 2018.,56520
2017,CAPITAL,Infrastructure and Development,Technical,Transportation Services,IBI Group Professional Service,Richmond/Adelaide Corridor Cycle Tracks Planning and Design Study,44774
2017,CAPITAL,Infrastructure and Development,Creative Communications,City Planning,Lura Consulting,Public Engagement Consultation Assessment for the Port Lands Planning Framework,4559
2017,CAPITAL,Infrastructure and Development,Technical,Toronto Water,DTAH,Natural Heritage and Hydrogeological Assessment for the Bloor Village Avenue Study Area,31225
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,N. Barry Lyon Consultants Limited,Analysis of Potential Real Estate Impacts for the Relief Line project assessment.,13524
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,DTAH,Bloor West Village Avenue Study (between Keele Street West and the Humber River),289058
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,Perkins & Will,"TOcore ""Building for Liveability"" Study",187107
2017,CAPITAL,Corporate Services,Technical,Environment & Energy,Toronto + Region Conservation For The Living City,Preparation of Guidance Report on Geothermal Feasibility Assessments,4879
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,Schollen & Company Inc.,Completed a study and provided  a strategy on the management of the ravine priority areas.,22563
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,Canadian Urban Institute,TOcore Community Services and Facilities Strategy and Implementation Plan Study,90010
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,Downtown Yonge BIA,TO core Business Engagement Strategy,9548
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,Access Planning Ltd.,Strategic planning assessment for the Transit Fare integration and the Scarborough Subway Extension projects,33600
2017,CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,KPMG LLP,Provide third-party advice and resources to development and implementation of Service Delivery's Project Management Maturity Plan,158650
2017,CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,KPMG LLP,Provide the TTC with a comparative analysis on enterprise risk management (ERM),126053
2017,CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Mott MacDonald Canada Ltd.,Load Flow Study and Supply of Simulation Platform a Traction Power Load Flow Simulation Study,61783
2017,CAPITAL,Agencies and Corporations,Technical,Exhibition Place,Aecom Canada Ltd,Bandshell Park archaeological study is being done as part of a due diligence prior to any construction or land alterations on the property.,5696
2017,CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,C4Th Inc.,Consulting services to provide Quality and Weld Inspection Support for the LFLRV project.,311838
2017,CAPITAL,Infrastructure and Development,Management / Research & Development,Transportation Services,University Health Network,A study on an Accessible Pedestrian Signals,62512
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,Hemson Consulting Ltd.,"Research, financial, and real estate analysis to inform potential amendments to the City's Official Plan policies related to parkland acquisition",152546
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,SVN Architects & Planners Inc.,Laird Focus Area Study,243034
2017,CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,S. Green Services,Consulting support for reliability performance monitoring and configuration management support for the LFLRV capital project,84096
2017,CAPITAL,Infrastructure and Development,Technical,Transportation Services,HDR Corporation,Surface Transit Operational Improvement Studies - Additional Scope of Work for Phase 2,64643
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,Fournier Gersovitz & Moss Architects,Laird Drive Cultural Heritage Assessment,28262
2017,CAPITAL,Infrastructure and Development,Creative Communications,City Planning,Lura Consulting,Study on the Facilitation Services of Heritage Conservation District,23783
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,ERA Architects,Heritage Resource Assessment for the Danforth Avenue Planning Study,50972
2017,CAPITAL,Infrastructure and Development,Technical,Transportation Services,Parsons Inc.,Evaluation of a range of options to prioritize and improve downtown streetcar operations on King Street,85656
2017,CAPITAL,Infrastructure and Development,Technical,Transportation Services,Parsons Inc.,Evaluation of a range of options to prioritize and improve downtown streetcar operations on King Street,102327
2017,CAPITAL,Infrastructure and Development,Technical,Transportation Services,Parsons Inc.,King Street Modelling Study,30528
2017,CAPITAL,Infrastructure and Development,Technical,Transportation Services,CIMA Canada Inc.,Review the feasibility of queue-jump lanes at 15 intersections against a set of evaluation criteria established by City of Toronto and Toronto Transit Commission,34638
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,IBI Group Professional Service,City-Wide Rail Safety and Mitigation Study,86987
2017,CAPITAL,Agencies and Corporations,Management / Research & Development,Toronto Police Service,JD Campbell & Associates,"Independent evaluation of the competitive procurement of Radio Equipment and Parts.
",8995
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,SVN Architects & Planners Inc.,Golden Mile Secondary Plan Study,210527
2017,CAPITAL,City Manager,Management / Research & Development,Strategic & Corporate Policy,Aecom Canada Ltd,Eglinton West + Martin Grove Functional Planning Study,300607
2017,CAPITAL,City Manager,Management / Research & Development,Strategic & Corporate Policy,Leigh / Fisher Canada Inc.,SmartTrack TechnicalAdvice and Peer Review Services: Cost Validation of SmartTrack Stations; Initial Preferred Design Review; Lawrence-Kennedy SmartTrack SRT Phasing Study;SmartTrack/Go RER Station Concepts.,167362
2017,CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Optimus SBR Inc.,Assist the TTC to improve its Project Management Maturity,250584
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,Public Interest Strategy & Communications,Multi-Tenant House Public Consultation on Proposed Zoning Approach,48180
2017,CAPITAL,Infrastructure and Development,Technical,Transportation Services,WSP Canada Inc.,Environmental Assessment Study,344890
2017,CAPITAL,Infrastructure and Development,Technical,Transportation Services,WSP Canada Inc.,Yonge Street (Sheppard Avenue to the Finch Hydro Corridor) Environmental Assessment Study,237922
2017,CAPITAL,Infrastructure and Development,Technical,Transportation Services,WSP Canada Inc.,Yonge Street (Sheppard Avenue to the Finch Hydro Corridor) Environmental Assessment Study,515417
2017,CAPITAL,Infrastructure and Development,Technical,Transportation Services,WSP Canada Inc.,Yonge st. Environmental Assessment Study,41234
2017,CAPITAL,Infrastructure and Development,Technical,Waterfront Secretariat,Steer Davies Gleave North America,Waterfront Transit Reset Study Phase 2 - Toronto Waterfront communities located between Long Branch GO station and Woodbine Ave.,321616
2017,CAPITAL,Infrastructure and Development,Technical,Transportation Services,Steer Davies Gleave North America,Yonge Tomorrow Review - Downtown Yonge Queen to Carlton,254400
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,DTAH,Analysis for developing built form concepts for future growth of the Keele St & Finch Ave West area,37797
2017,CAPITAL,Infrastructure and Development,Technical,Transportation Services,Steer Davies Gleave North America,Yonge Street Environmental Assessment St,542651
2017,CAPITAL,City Manager,Management / Research & Development,Strategic & Corporate Policy,SVN Architects & Planners Inc.,"Land Use Planning, Urban Design advice, and Peer Review Services related to Rapid Transit: SmartTrack;Eglinton East and West LRT.",189807
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,LEA Consulting Ltd,Keele Finch Plus - Transportation Components Study,37760
2017,CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Ernst & Young LLP,Assist the TTC to improve its Project Management Maturity,73473
2017,CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Execute Strategy,Assist the TTC to improve its Project Management Maturity,83760
2017,CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,KPMG LLP,Assist the TTC to improve its Project Management Maturity,63688
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,Stantec Consultants Inc.,Evaluation of the Yonge-Eglinton Transportation Assessment,73527
2017,CAPITAL,Agencies and Corporations,Technical,Toronto Police Service,Dutra Architect Inc,Conduct a full electrical assessment and feasibility study to provide recommendations for back-up generator power.,30867
2017,CAPITAL,City Manager,Management / Research & Development,Strategic & Corporate Policy,Arup Canada Inc.,Eglinton East LRT - Traffic Study,325637
2017,CAPITAL,City Manager,Management / Research & Development,Strategic & Corporate Policy,HDR Corporation,Eglinton East LRT - Concept Refinement Study,285826
2017,CAPITAL,Finance & Treasury Services,Technical,Corporate Finance,Hemson Consulting Ltd.,Development Charges By-Law Review,126360
2017,CAPITAL,Infrastructure and Development,Technical,Transportation Services,HDR Corporation,HOV Lane Study - Dufferin Street between Sheppard Ave West and Steeles Ave West,4896
2017,CAPITAL,Infrastructure and Development,Technical,Transportation Services,Lura Consulting,Facilitation Services for the City of Toronto Public Meeting : Riverside Road Reconstruction,2239
2017,CAPITAL,City Manager,Management / Research & Development,Strategic & Corporate Policy,Arup Canada Inc.,Eglinton East LRT Concept Refinement Study,133616
2017,CAPITAL,Infrastructure and Development,Management / Research & Development,Solid Waste Management,KPMG LLP,Perpetual Care Reserve Fund Study,118497
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,Architecture Evoq Inc,Casa Loma Heritage Conservation District Study,85177
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,Architecture Evoq Inc,Baby Point Heritage Conservation District Study,94752
2017,CAPITAL,Infrastructure and Development,Technical,Transportation Services,IBI Group Professional Service,In-Service Road Safety Review,40544
2017,CAPITAL,Infrastructure and Development,Technical,Transportation Services,Steer Davies Gleave North America,Don Mills Corssing-Mobility Plan Study,42668
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,Hemson Consulting Ltd.,Analyze and determine development potential of sites for the North York Centre Secondary Plan.,19499
2017,CAPITAL,City Manager,Management / Research & Development,Strategic & Corporate Policy,Aecom Canada Ltd,Eglinton Avenue West LRT Communications and Consultation Strategy Assessment,169558
2017,CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,SCL LRT Engineering Services,"Consulting support for the procurement contract with Bombardier Transportation in current challenges with the design, production, quality and delivery of the new LFLRV requires continuity of knowledge and experience",37041
2017,CAPITAL,Agencies and Corporations,Management / Research & Development,Toronto Police Service,HKA Global Canada Inc.,"Independent oversight and evaluation of the competitive procurement of Body Worn Camera.
",2544
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,North South Environmental,Assessment of Environmentally Significant Areas,9880
2017,CAPITAL,City Manager,Management / Research & Development,Strategic & Corporate Policy,Dillon Consulting,East Harbour Applications and SmartTrack Station Program Consultation Analysis,23176
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,Paul Bain Planning Consultant,Professional Planning Services - OMB Hearings (PO with Legal Division),9959
2017,CAPITAL,Infrastructure and Development,Technical,Transportation Services,WSP Canada Inc.,St Clair W traffic congestion EA study,168679
2017,CAPITAL,Infrastructure and Development,Technical,Transportation Services,IBI Group Professional Service,Curbside Management Strategy Study,7754
2017,CAPITAL,Infrastructure and Development,Technical,Transportation Services,LEA Consulting Ltd,Review Traffic Signal Control & Management devices,257
2017,CAPITAL,City Manager,Management / Research & Development,Strategic & Corporate Policy,Aecom Canada Ltd,To provide TechnicalAdvice and Peer Review Services Related to the Eglinton West LRT,19572
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,Stantec Consultants Inc.,Bloor West Village Heritage Conservation District Study,4476
2017,CAPITAL,Infrastructure and Development,Creative Communications,City Planning,Leah Birnbaum Consulting,Provided a framework and strategy on TOcore Downtown Plan Assessment,1323
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,Archaeological Services Inc.,Completed an assessment and a report on Don Mills Crossing Cultural Heritage Value,13055
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,Archaeological Services Inc.,City of Toronto Archaeological Management Plan Assessment,44422
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,Planning Partnership (through TCHC),Landscape Architectural Design Services for 200 Wellesley Street East,244529
2017,CAPITAL,Infrastructure and Development,Management / Research & Development,Transportation Services,Moneris Solutions,Bloor Street Bike Lane Pilot Spending Analysis Report,25440
2017,CAPITAL,Infrastructure and Development,Technical,City Planning,IBI Group Professional Service,O'Connor Drive Streetscape Masterplan Project,25066
2017,CAPITAL,City Manager,Management / Research & Development,Strategic & Corporate Policy,Dillon Consulting,Eglinton East LRT Communications and Consultation Assesment,141345
